,date,qty,price,count
1058,"[Timestamp('2011-06-14 00:00:00'), Timestamp('2011-07-05 00:00:00')]",2.3275352235171334,6.65,7
1059,"[Timestamp('2011-06-14 00:00:00'), Timestamp('2011-07-05 00:00:00')]",2.3275352235171334,6.75,50
1060,"[Timestamp('2011-06-14 00:00:00'), Timestamp('2011-07-05 00:00:00')]",2.3275352235171334,6.89,1
1061,"[Timestamp('2011-06-14 00:00:00'), Timestamp('2011-07-05 00:00:00')]",2.3275352235171334,6.95,32
1062,"[Timestamp('2011-06-14 00:00:00'), Timestamp('2011-07-05 00:00:00')]",2.3275352235171334,7.5,44
1063,"[Timestamp('2011-06-14 00:00:00'), Timestamp('2011-07-05 00:00:00')]",2.3275352235171334,7.65,6
1064,"[Timestamp('2011-06-14 00:00:00'), Timestamp('2011-07-05 00:00:00')]",2.3275352235171334,7.85,1
1065,"[Timestamp('2011-06-14 00:00:00'), Timestamp('2011-07-05 00:00:00')]",2.3275352235171334,7.9,16
1066,"[Timestamp('2011-06-14 00:00:00'), Timestamp('2011-07-05 00:00:00')]",2.3275352235171334,7.95,330
1067,"[Timestamp('2011-06-14 00:00:00'), Timestamp('2011-07-05 00:00:00')]",2.3275352235171334,8.25,97
1068,"[Timestamp('2011-06-14 00:00:00'), Timestamp('2011-07-05 00:00:00')]",2.3275352235171334,8.49,1
1069,"[Timestamp('2011-06-14 00:00:00'), Timestamp('2011-07-05 00:00:00')]",2.3275352235171334,8.5,197
1070,"[Timestamp('2011-06-14 00:00:00'), Timestamp('2011-07-05 00:00:00')]",2.3275352235171334,8.95,29
1071,"[Timestamp('2011-06-14 00:00:00'), Timestamp('2011-07-05 00:00:00')]",2.3275352235171334,9.95,187
1072,"[Timestamp('2011-06-14 00:00:00'), Timestamp('2011-07-05 00:00:00')]",2.3275352235171334,10.4,3
1073,"[Timestamp('2011-06-14 00:00:00'), Timestamp('2011-07-05 00:00:00')]",2.3275352235171334,10.95,16
1074,"[Timestamp('2011-06-14 00:00:00'), Timestamp('2011-07-05 00:00:00')]",2.3275352235171334,11.95,5
1075,"[Timestamp('2011-06-14 00:00:00'), Timestamp('2011-07-05 00:00:00')]",2.3275352235171334,12.5,37
1076,"[Timestamp('2011-06-14 00:00:00'), Timestamp('2011-07-05 00:00:00')]",2.3275352235171334,12.75,136
1077,"[Timestamp('2011-06-14 00:00:00'), Timestamp('2011-07-05 00:00:00')]",2.3275352235171334,14.95,37
1078,"[Timestamp('2011-06-14 00:00:00'), Timestamp('2011-07-05 00:00:00')]",2.3275352235171334,15.0,12
1079,"[Timestamp('2011-06-14 00:00:00'), Timestamp('2011-07-05 00:00:00')]",2.3275352235171334,15.95,12
1080,"[Timestamp('2011-06-14 00:00:00'), Timestamp('2011-07-05 00:00:00')]",2.3275352235171334,16.95,47
1081,"[Timestamp('2011-06-14 00:00:00'), Timestamp('2011-07-05 00:00:00')]",2.3275352235171334,18.0,24
1082,"[Timestamp('2011-06-14 00:00:00'), Timestamp('2011-07-05 00:00:00')]",2.3275352235171334,19.95,2
1083,"[Timestamp('2011-06-14 00:00:00'), Timestamp('2011-07-05 00:00:00')]",2.3275352235171334,21.95,3
1084,"[Timestamp('2011-06-14 00:00:00'), Timestamp('2011-07-05 00:00:00')]",2.3275352235171334,24.95,5
1085,"[Timestamp('2011-06-14 00:00:00'), Timestamp('2011-07-05 00:00:00')]",2.3275352235171334,28.0,4
1086,"[Timestamp('2011-06-14 00:00:00'), Timestamp('2011-07-05 00:00:00')]",2.3275352235171334,29.95,3
1087,"[Timestamp('2011-06-14 00:00:00'), Timestamp('2011-07-05 00:00:00')]",2.3275352235171334,34.95,1
1088,"[Timestamp('2011-06-14 00:00:00'), Timestamp('2011-07-05 00:00:00')]",2.3275352235171334,35.95,1
1089,"[Timestamp('2011-06-14 00:00:00'), Timestamp('2011-07-05 00:00:00')]",2.3275352235171334,39.95,8
1090,"[Timestamp('2011-06-14 00:00:00'), Timestamp('2011-07-05 00:00:00')]",2.3275352235171334,40.0,6
1091,"[Timestamp('2011-06-14 00:00:00'), Timestamp('2011-07-05 00:00:00')]",2.3275352235171334,41.75,1
1092,"[Timestamp('2011-06-14 00:00:00'), Timestamp('2011-07-05 00:00:00')]",2.3275352235171334,49.95,1
1093,"[Timestamp('2011-06-14 00:00:00'), Timestamp('2011-07-05 00:00:00')]",2.3275352235171334,50.0,2
1094,"[Timestamp('2011-06-14 00:00:00'), Timestamp('2011-07-05 00:00:00')]",2.3275352235171334,65.0,2
1095,"[Timestamp('2011-06-14 00:00:00'), Timestamp('2011-07-05 00:00:00')]",2.3275352235171334,125.0,4
1096,"[Timestamp('2011-06-14 00:00:00'), Timestamp('2011-07-05 00:00:00')]",2.3275352235171334,165.0,1
1097,"[Timestamp('2011-06-14 00:00:00'), Timestamp('2011-07-05 00:00:00')]",2.3275352235171334,389.68,1
1098,"[Timestamp('2011-06-14 00:00:00'), Timestamp('2011-07-05 00:00:00')]",2.3275352235171334,600.0,1
1099,"[Timestamp('2011-06-14 00:00:00'), Timestamp('2011-07-05 00:00:00')]",2.3275352235171334,700.0,1
1100,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,0.001,1
1101,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,0.1,1
1102,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,0.12,3
1103,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,0.14,1
1104,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,0.19,14
1105,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,0.21,3
1106,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,0.29,48
1107,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,0.38,1
1108,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,0.39,144
1109,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,0.42,160
1110,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,0.55,123
1111,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,0.59,14
1112,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,0.65,79
1113,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,0.75,12
1114,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,0.79,37
1115,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,0.83,74
1116,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,0.85,257
1117,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,0.95,48
1118,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,1.25,410
1119,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,1.45,137
1120,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,1.49,7
1121,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,1.65,520
1122,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,1.69,30
1123,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,1.95,133
1124,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,2.08,205
1125,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,2.1,240
1126,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,2.25,17
1127,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,2.49,17
1128,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,2.55,134
1129,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,2.89,24
1130,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,2.9,1
1131,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,2.95,405
1132,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,3.25,39
1133,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,3.29,11
1134,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,3.35,2
1135,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,3.45,2
1136,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,3.75,405
1137,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,3.95,81
1138,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,4.15,181
1139,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,4.25,147
1140,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,4.65,17
1141,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,4.95,565
1142,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,5.45,32
1143,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,5.75,26
1144,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,5.95,211
1145,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,6.25,28
1146,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,6.35,6
1147,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,6.45,2
1148,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,6.65,4
1149,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,6.75,47
1150,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,6.95,35
1151,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,7.5,23
1152,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,7.65,3
1153,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,7.9,14
1154,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,7.95,316
1155,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,8.25,79
1156,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,8.5,188
1157,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,8.95,32
1158,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,9.95,198
1159,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,10.4,3
1160,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,10.75,2
1161,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,10.95,10
1162,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,11.95,9
1163,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,12.5,35
1164,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,12.75,118
1165,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,14.95,36
1166,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,15.0,11
1167,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,15.95,11
1168,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,16.95,49
1169,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,18.0,29
1170,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,19.95,1
1171,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,20.0,1
1172,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,24.95,3
1173,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,28.0,4
1174,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,29.95,1
1175,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,35.95,2
1176,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,36.5,1
1177,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,39.95,5
1178,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,40.0,5
1179,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,49.95,2
1180,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,50.0,1
1181,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,59.95,2
1182,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,85.0,5
1183,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,145.0,1
1184,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,550.64,1
1185,"[Timestamp('2011-07-06 00:00:00'), Timestamp('2011-07-27 00:00:00')]",2.289295286142204,550.94,1
1186,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,0.12,2
1187,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,0.19,9
1188,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,0.21,3
1189,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,0.22,1
1190,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,0.29,21
1191,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,0.3,1
1192,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,0.38,3
1193,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,0.39,72
1194,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,0.42,119
1195,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,0.55,77
1196,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,0.62,1
1197,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,0.65,48
1198,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,0.75,9
1199,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,0.79,37
1200,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,0.82,2
1201,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,0.83,56
1202,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,0.85,190
1203,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,0.95,24
1204,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,1.05,1
1205,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,1.25,417
1206,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,1.45,107
1207,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,1.49,8
1208,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,1.55,1
1209,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,1.65,512
1210,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,1.69,31
1211,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,1.95,93
1212,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,2.08,258
1213,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,2.1,174
1214,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,2.25,10
1215,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,2.49,15
1216,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,2.55,129
1217,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,2.89,22
1218,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,2.95,317
1219,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,3.25,37
1220,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,3.29,12
1221,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,3.35,3
1222,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,3.45,3
1223,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,3.75,492
1224,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,3.95,105
1225,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,4.15,150
1226,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,4.25,142
1227,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,4.65,23
1228,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,4.95,590
1229,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,5.45,21
1230,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,5.75,41
1231,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,5.95,237
1232,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,6.25,42
1233,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,6.35,10
1234,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,6.45,1
1235,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,6.65,4
1236,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,6.75,45
1237,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,6.95,48
1238,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,7.5,34
1239,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,7.65,7
1240,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,7.85,1
1241,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,7.9,6
1242,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,7.95,330
1243,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,8.25,86
1244,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,8.49,1
1245,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,8.5,229
1246,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,8.95,34
1247,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,9.95,221
1248,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,10.4,6
1249,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,10.75,2
1250,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,10.95,7
1251,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,11.95,6
1252,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,12.5,38
1253,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,12.75,138
1254,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,14.95,35
1255,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,15.0,8
1256,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,15.95,9
1257,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,16.95,62
1258,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,18.0,22
1259,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,18.95,1
1260,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,19.95,2
1261,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,21.95,1
1262,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,24.95,1
1263,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,28.0,3
1264,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,30.0,1
1265,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,35.95,5
1266,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,39.95,8
1267,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,40.0,7
1268,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,49.95,3
1269,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,50.0,1
1270,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,65.0,2
1271,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,85.0,1
1272,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,125.0,1
1273,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,208.34,1
1274,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,250.0,1
1275,"[Timestamp('2011-07-28 00:00:00'), Timestamp('2011-08-18 00:00:00')]",2.410134470318137,2500.0,1
1276,"[Timestamp('2011-08-19 00:00:00'), Timestamp('2011-09-11 00:00:00')]",2.382628062360802,0.12,9
1277,"[Timestamp('2011-08-19 00:00:00'), Timestamp('2011-09-11 00:00:00')]",2.382628062360802,0.19,12
1278,"[Timestamp('2011-08-19 00:00:00'), Timestamp('2011-09-11 00:00:00')]",2.382628062360802,0.21,6
1279,"[Timestamp('2011-08-19 00:00:00'), Timestamp('2011-09-11 00:00:00')]",2.382628062360802,0.29,36
1280,"[Timestamp('2011-08-19 00:00:00'), Timestamp('2011-09-11 00:00:00')]",2.382628062360802,0.38,2
1281,"[Timestamp('2011-08-19 00:00:00'), Timestamp('2011-09-11 00:00:00')]",2.382628062360802,0.39,129
1282,"[Timestamp('2011-08-19 00:00:00'), Timestamp('2011-09-11 00:00:00')]",2.382628062360802,0.42,117
1283,"[Timestamp('2011-08-19 00:00:00'), Timestamp('2011-09-11 00:00:00')]",2.382628062360802,0.5,1
1284,"[Timestamp('2011-08-19 00:00:00'), Timestamp('2011-09-11 00:00:00')]",2.382628062360802,0.55,131
1285,"[Timestamp('2011-08-19 00:00:00'), Timestamp('2011-09-11 00:00:00')]",2.382628062360802,0.59,2
1286,"[Timestamp('2011-08-19 00:00:00'), Timestamp('2011-09-11 00:00:00')]",2.382628062360802,0.62,1
1287,"[Timestamp('2011-08-19 00:00:00'), Timestamp('2011-09-11 00:00:00')]",2.382628062360802,0.63,4
1288,"[Timestamp('2011-08-19 00:00:00'), Timestamp('2011-09-11 00:00:00')]",2.382628062360802,0.65,80
1289,"[Timestamp('2011-08-19 00:00:00'), Timestamp('2011-09-11 00:00:00')]",2.382628062360802,0.75,32
